lead,length,model,region,subset,gcm_accuracy,obs_accuracy,gcm_acc_low,gcm_acc_high
0,60,NorCPM1,global,all,0.4068380945606592,0.38775285054933956,0.39276385913923906,0.4177975911121622
0,60,NorCPM1,global,top40,0.4652377914325773,0.4307694642363463,0.4423960216913584,0.48221832411445703
0,60,NorCPM1,global,top20,0.5024843981955059,0.45980008861006616,0.4772059490319894,0.5197931881922038
0,60,NorCPM1,north_pacific,all,0.413945918423554,0.3920802898738454,0.40642488212597644,0.4179326748025234
0,60,NorCPM1,north_pacific,top40,0.4805909624084652,0.44791555982957976,0.4715058992305796,0.48845896525007254
0,60,NorCPM1,north_pacific,top20,0.5249095137601436,0.5043400576174732,0.5016870158610371,0.5398455332216129
0,60,NorCPM1,tropical_pacific,all,0.4060045936389257,0.3853786127762425,0.38285988847569924,0.42744470032475224
0,60,NorCPM1,tropical_pacific,top40,0.4673469686644582,0.4289140149843413,0.42593992718145396,0.5110993749452836
0,60,NorCPM1,tropical_pacific,top20,0.5085778506661638,0.4678337368166566,0.4649223235009755,0.5679122765396084
0,60,NorCPM1,southern_ocean,all,0.45315025758763383,0.42528358287648554,0.4400101148356197,0.465053830203795
0,60,NorCPM1,southern_ocean,top40,0.5475266473281022,0.4987214871219304,0.5282218973541484,0.568087953424551
0,60,NorCPM1,southern_ocean,top20,0.6001879065613157,0.5305193287682068,0.5785262769133181,0.6248234854414224
0,60,NorCPM1,north_atlantic,all,0.4389821683228602,0.438621773304347,0.42466173617050035,0.4708317777666507
0,60,NorCPM1,north_atlantic,top40,0.5144304250659218,0.5000994446581996,0.4882230086409147,0.5505505289864996
0,60,NorCPM1,north_atlantic,top20,0.5645031993228626,0.527813933596122,0.5312504341405223,0.5986663855387507
0,60,NorCPM1,tropical_atlantic,all,0.39786268443949235,0.4111754113766725,0.37334604433071966,0.4155290719063357
0,60,NorCPM1,tropical_atlantic,top40,0.4496498127608678,0.45999714897099037,0.4143077957339731,0.49206709436723145
0,60,NorCPM1,tropical_atlantic,top20,0.4838678112939868,0.501232707591464,0.4475509626697013,0.5538225260440205
0,60,NorCPM1,west_indian,all,0.40727778269882287,0.36385929310545695,0.3689995873479955,0.4272247783548772
0,60,NorCPM1,west_indian,top40,0.4632612310097081,0.39831013505288526,0.4052997105771733,0.5030283303990942
0,60,NorCPM1,west_indian,top20,0.5019789878402774,0.4381818956256728,0.44369754187084964,0.5403115912792804
24,60,ACCESS-ESM1-5,global,all,0.3754577190306006,0.3639941141833609,0.3639074411786909,0.38782900414311133
24,60,ACCESS-ESM1-5,global,top40,0.40474365718856564,0.39251618980310193,0.38438900977105994,0.4292237351947357
24,60,ACCESS-ESM1-5,global,top20,0.4194320926538917,0.41333741744789654,0.3927450913430679,0.44946750109102035
24,60,ACCESS-ESM1-5,north_pacific,all,0.36958844154099035,0.3878617650488862,0.3590157570147502,0.379777930654936
24,60,ACCESS-ESM1-5,north_pacific,top40,0.3968089594692459,0.44452855690534426,0.38700902765776246,0.41283760399630903
24,60,ACCESS-ESM1-5,north_pacific,top20,0.4108119053019994,0.4928450962026862,0.3981118622284369,0.4358510807023425
24,60,ACCESS-ESM1-5,tropical_pacific,all,0.37460190849475555,0.38905673247920664,0.35130724546104414,0.3924485666842422
24,60,ACCESS-ESM1-5,tropical_pacific,top40,0.4030493028457289,0.44882605678518966,0.38071794911718343,0.4340272569498573
24,60,ACCESS-ESM1-5,tropical_pacific,top20,0.4187657311664017,0.48707812673162293,0.3807931378716318,0.4583907681245037
24,60,ACCESS-ESM1-5,southern_ocean,all,0.39821645373251274,0.36630815485130613,0.36297005434237894,0.43230864246301254
24,60,ACCESS-ESM1-5,southern_ocean,top40,0.4423962036880674,0.385814361639548,0.37439376138280756,0.5203304836655666
24,60,ACCESS-ESM1-5,southern_ocean,top20,0.4595794442534079,0.39785025004180247,0.376691170724434,0.571317496664143
24,60,ACCESS-ESM1-5,north_atlantic,all,0.420689902797854,0.4038344299094094,0.38292988756668495,0.45063704298619967
24,60,ACCESS-ESM1-5,north_atlantic,top40,0.48277932396412127,0.4466950501284824,0.42024164282682785,0.5324225596100627
24,60,ACCESS-ESM1-5,north_atlantic,top20,0.519876212663514,0.45499656936786353,0.45580045680904574,0.5898319443745457
24,60,ACCESS-ESM1-5,tropical_atlantic,all,0.3847082940156191,0.37813777392600534,0.3522753726445369,0.405998986757202
24,60,ACCESS-ESM1-5,tropical_atlantic,top40,0.41839926016214646,0.4191074097815891,0.3599382119315966,0.4611297811177522
24,60,ACCESS-ESM1-5,tropical_atlantic,top20,0.4399154019915061,0.4503321817169969,0.3550089253045751,0.4977875878337234
24,60,ACCESS-ESM1-5,west_indian,all,0.3807859090977003,0.33572422315053085,0.3462924323643235,0.39677621768399124
24,60,ACCESS-ESM1-5,west_indian,top40,0.4095795909492129,0.3357957288401935,0.3414189608328231,0.43614168947999105
24,60,ACCESS-ESM1-5,west_indian,top20,0.42670456666049567,0.3532211837063537,0.34414548267285927,0.47257570603390603
24,60,CanESM5,global,all,0.3851914454930632,0.35791102908952127,0.38275512267415546,0.38800272983130263
24,60,CanESM5,global,top40,0.41880107129923794,0.3735156409706758,0.41269430023492154,0.42680703938330083
24,60,CanESM5,global,top20,0.4377859244479016,0.3839708330724432,0.42584145603399565,0.45071547125330014
24,60,CanESM5,north_pacific,all,0.3596853620114092,0.3745210681037809,0.35213997332923824,0.3642866467113357
24,60,CanESM5,north_pacific,top40,0.37891398237295904,0.40891994891697503,0.3639731296484661,0.3860651370477175
24,60,CanESM5,north_pacific,top20,0.39000079582504843,0.4366161231595296,0.37831850723077187,0.3988573250324574
24,60,CanESM5,tropical_pacific,all,0.35767800756196416,0.35898516939222747,0.3381764341612271,0.3862869020498323
24,60,CanESM5,tropical_pacific,top40,0.3719886188826956,0.3729400349086652,0.3429611978378855,0.4133806479807235
24,60,CanESM5,tropical_pacific,top20,0.378504397199013,0.38778389533108226,0.3329787999993882,0.4325749320118863
24,60,CanESM5,southern_ocean,all,0.4970858703336785,0.3726552029685126,0.4669103346667061,0.5249061943654919
24,60,CanESM5,southern_ocean,top40,0.594159266959248,0.39164261700195335,0.5532612408335629,0.6253157481683013
24,60,CanESM5,southern_ocean,top20,0.6466696628261757,0.4002303217860166,0.6037624219947137,0.6858669522065287
24,60,CanESM5,north_atlantic,all,0.39229816769169534,0.3726401931925219,0.37253339081258213,0.41297468192987946
24,60,CanESM5,north_atlantic,top40,0.438361736450405,0.4083495898329791,0.3907017035532605,0.47742504845102846
24,60,CanESM5,north_atlantic,top20,0.45920099607482284,0.42180527148907665,0.4030101006884756,0.5054443110709157
24,60,CanESM5,tropical_atlantic,all,0.37267688879577027,0.38210458296267413,0.3584683071642706,0.3829020169715299
24,60,CanESM5,tropical_atlantic,top40,0.39611434432919257,0.41414797862784103,0.3704050686767156,0.41351797865473267
24,60,CanESM5,tropical_atlantic,top20,0.41089063720989527,0.42712032654542387,0.3756285792037184,0.45315620000023793
24,60,CanESM5,west_indian,all,0.3523550150286787,0.31325808338461825,0.34188441567480404,0.35913616147985966
24,60,CanESM5,west_indian,top40,0.3581379776687301,0.2915445817264496,0.3380383811161688,0.3795506645791784
24,60,CanESM5,west_indian,top20,0.3580637629254458,0.29637205550518614,0.3226009874728791,0.39061919460729916
24,60,CNRM-CM6-1,global,all,0.39940622603427867,0.37417333619917775,0.3642690122858791,0.4318871058604114
24,60,CNRM-CM6-1,global,top40,0.4375181613576668,0.40158079461604834,0.395892775989242,0.4841718409822859
24,60,CNRM-CM6-1,global,top20,0.4590955508314653,0.41720974428904856,0.4197133127861157,0.5019281825930229
24,60,CNRM-CM6-1,north_pacific,all,0.43956531547349764,0.42055008932198,0.3856772539588973,0.5017949499457833
24,60,CNRM-CM6-1,north_pacific,top40,0.5080385138169998,0.48206604641829937,0.432775150528299,0.5856784452256649
